ID,Tweet URL,Account handle,Account name,Account type,Tweet,Tweet Translated,Tweet Type,Date posted,Likes,Replies,Retweets,Quote Tweets,Likes_zscore,Replies_zscore,Retweets_zscore,Quote Tweets_zscore,Account_Anonymous,Account_Identified,Removed any special characters and urls,Tokenized Tweet,Stemmed Tweet,Lemmatized Tweet
13-143,https://twitter.com/nurse_newo/status/1443921838841733124,@nurse_newo,Tita nars. owen ‚ù§Ô∏è,Anonymous,@DickGordonDG Paano nman senator ung  npagusapang pagbenta ni trillanes at aquino s west Philippine sea. Bakit hndi un naagapan? Hndi napagusapan ? Ang dami ng problema ng govt n hindi na nresolba.,Dickgordondg how senator did not talk about the sale of trillanes and aquino in the west philippine sea why did he not discuss the amount of problem of govt n no longer resolving,"Reply, Text",2021-01-10 20:52:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,DickGordonDG Paano nman senator ung  npagusapang pagbenta ni trillanes at aquino s west Philippine sea Bakit hndi un naagapan Hndi napagusapan  Ang dami ng problema ng govt n hindi na nresolba,dickgordondg senator talk sale trillanes aquino west philippine sea discuss amount problem govt n longer resolving,"['dickgordondg', 'senat', 'talk', 'sale', 'trillan', 'aquino', 'west', 'philippin', 'sea', 'discuss', 'amount', 'problem', 'govt', 'n', 'longer', 'resolv']","['dickgordondg', 'senator', 'talk', 'sale', 'trillanes', 'aquino', 'west', 'philippine', 'sea', 'discus', 'amount', 'problem', 'govt', 'n', 'longer', 'resolving']"
13-44,https://twitter.com/Gasparzxc/status/1349711811889700867,@Gasparzxc,:),Anonymous,@SenLeiladeLima @KatelynAutida @SenLeiladeLima  aba senator leila delima bakit noong nasa pwesto ka may nagawa ka. sino nag benta sa scarborough shoal diba sina noynoy at trillanes lang naman wag mo kami ibrain wash dito.,Senleiladelima KatelyNautida Senleiladelima Aba Senator Leila Delima Why did you do that when you did who did you sell the Scarborough Shoal diba Diba Noynoy and Trillanes just don't Ibrain Wash here,"Text, Reply",2021-01-14 21:35:00,2.0,0.0,0.0,1.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,2.611907686353886,1,0,SenLeiladeLima KatelynAutida SenLeiladeLima  aba senator leila delima bakit noong nasa pwesto ka may nagawa ka sino nag benta sa scarborough shoal diba sina noynoy at trillanes lang naman wag mo kami ibrain wash dito,senleiladelima katelynautida senleiladelima aba senator leila delima sell scarborough shoal diba diba noynoy trillanes n't ibrain wash,"['senleiladelima', 'katelynautida', 'senleiladelima', 'aba', 'senat', 'leila', 'delima', 'sell', 'scarborough', 'shoal', 'diba', 'diba', 'noynoy', 'trillan', ""n't"", 'ibrain', 'wash']","['senleiladelima', 'katelynautida', 'senleiladelima', 'aba', 'senator', 'leila', 'delima', 'sell', 'scarborough', 'shoal', 'diba', 'diba', 'noynoy', 'trillanes', ""n't"", 'ibrain', 'wash']"
13-103,https://twitter.com/Gasparzxc/status/1350481141245960192,@Gasparzxc,:),Anonymous,@GoToHellDevils @jmarvzj @black_tanktop @PinoyAkoBlog wow ako pa fake news scarborough shoal ang nagbenta si trillanes wag mong sabihing hindi baka gusto mo makita ang video ng pagsupalpal kay trillanes ng dahilan ng kanyang pagwalk out sa senate.,GotOlDevils JMarvzj Black_Tantoktop Pinoyakoblog wow I'm still Fake News Scarborough Shoal The Trillanes sold you don't say you might not want to see the video of Trillanes' reasons for his junction out of the Senate,"Text, Reply",2021-01-17 00:32:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,GoToHellDevils jmarvzj black_tanktop PinoyAkoBlog wow ako pa fake news scarborough shoal ang nagbenta si trillanes wag mong sabihing hindi baka gusto mo makita ang video ng pagsupalpal kay trillanes ng dahilan ng kanyang pagwalk out sa senate,gotoldevils jmarvzj black_tantoktop pinoyakoblog wow 'm still fake news scarborough shoal trillanes sold n't say might want see video trillanes ' reasons junction senate,"['gotoldevil', 'jmarvzj', 'black_tantoktop', 'pinoyakoblog', 'wow', ""'m"", 'still', 'fake', 'news', 'scarborough', 'shoal', 'trillan', 'sold', ""n't"", 'say', 'might', 'want', 'see', 'video', 'trillan', ""'"", 'reason', 'junction', 'senat']","['gotoldevils', 'jmarvzj', 'black_tantoktop', 'pinoyakoblog', 'wow', ""'m"", 'still', 'fake', 'news', 'scarborough', 'shoal', 'trillanes', 'sold', ""n't"", 'say', 'might', 'want', 'see', 'video', 'trillanes', ""'"", 'reason', 'junction', 'senate']"
13-101,https://twitter.com/VictorBusabos/status/1366547623167975428,@VictorBusabos,victor busabos,Identified,@dzbb @dzbbsamnielsen Mike Enriquez gago kapala. West philippine sea bininta ng Admin Aquino na binayaran ang media para maging tahimik lang. Yan ang totoo gago ka 🤬,dzbb dzbbsamnielsen mike enriquez gago kapala west philippine sea admin aquino paid the media to be quiet just that you are really good,"Text, Reply",2021-02-03 08:35:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,dzbb dzbbsamnielsen Mike Enriquez gago kapala West philippine sea bininta ng Admin Aquino na binayaran ang media para maging tahimik lang Yan ang totoo gago ka ,dzbb dzbbsamnielsen mike enriquez gago kapala west philippine sea admin aquino paid media quiet really good,"['dzbb', 'dzbbsamnielsen', 'mike', 'enriquez', 'gago', 'kapala', 'west', 'philippin', 'sea', 'admin', 'aquino', 'paid', 'media', 'quiet', 'realli', 'good']","['dzbb', 'dzbbsamnielsen', 'mike', 'enriquez', 'gago', 'kapala', 'west', 'philippine', 'sea', 'admin', 'aquino', 'paid', 'medium', 'quiet', 'really', 'good']"
13-43,https://twitter.com/gullwingcat/status/1360718373013712896,@gullwingcat,🇺🇸🇵🇭,Anonymous,@thelightmom Si trillanes kasi aminin na malaki utang na loob sa mga aquino kaya nine ta na nya kaluluwang nya. Trillanes ang puro pera pera Lang gaya ngnpag benta sa Scarborough shoal sa mga chinese. Iyan ang Napaka ahas na Trillanes sundalong kanin.,Trillanes is thelightmom because he admits that he is so grateful to the Aquinos so he has a trillanes soul that is just money just like selling Scarborough Shoal to the Chinese that is the very snake Trillanes Soldier Soldier,"Text, Reply",2021-02-14 06:31:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,thelightmom Si trillanes kasi aminin na malaki utang na loob sa mga aquino kaya nine ta na nya kaluluwang nya Trillanes ang puro pera pera Lang gaya ngnpag benta sa Scarborough shoal sa mga chinese Iyan ang Napaka ahas na Trillanes sundalong kanin,trillanes thelightmom admits grateful aquinos trillanes soul money like selling scarborough shoal chinese snake trillanes soldier soldier,"['trillan', 'thelightmom', 'admit', 'grate', 'aquino', 'trillan', 'soul', 'money', 'like', 'sell', 'scarborough', 'shoal', 'chines', 'snake', 'trillan', 'soldier', 'soldier']","['trillanes', 'thelightmom', 'admits', 'grateful', 'aquinos', 'trillanes', 'soul', 'money', 'like', 'selling', 'scarborough', 'shoal', 'chinese', 'snake', 'trillanes', 'soldier', 'soldier']"
13-42,https://twitter.com/humannnostalgia/status/1364353960803373058,@humannnostalgia,wanderer,Anonymous,"I remember during Aquino administration, Trillanes was accused of treason coz he's been having secret visits to China then eventually China got Scarborough Shoal. This guy's a psycho. Sabotaging the country and our men. https://t.co/tOaBeMV1WS",I remember during Aquino administration Trillanes was accused of treason coz hes been having secret visits to China then eventually China got Scarborough Shoal This guys a psycho Sabotaging the country and our men,"Text, Image",2021-02-24 07:18:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,I remember during Aquino administration Trillanes was accused of treason coz hes been having secret visits to China then eventually China got Scarborough Shoal This guys a psycho Sabotaging the country and our men ,remember aquino administration trillanes accused treason coz hes secret visits china eventually china got scarborough shoal guys psycho sabotaging country men,"['rememb', 'aquino', 'administr', 'trillan', 'accus', 'treason', 'coz', 'he', 'secret', 'visit', 'china', 'eventu', 'china', 'got', 'scarborough', 'shoal', 'guy', 'psycho', 'sabotag', 'countri', 'men']","['remember', 'aquino', 'administration', 'trillanes', 'accused', 'treason', 'coz', 'he', 'secret', 'visit', 'china', 'eventually', 'china', 'got', 'scarborough', 'shoal', 'guy', 'psycho', 'sabotaging', 'country', 'men']"
13-39,https://twitter.com/cusp_ph/status/1373407387818758145,@cusp_ph,The Cusp PH,Identified,"So 1Sambayan considers former Sen. Sonny Trillanes, a coup instigator and backchannel to China (when we lost control of Scarborough Shoal), eligible to represent the ""pro-democratic forces"" and for restoring good governance in the WPS? #ThingsThatMakeYouGoHmm",So 1Sambayan considers former Sen Sonny Trillanes a coup instigator and backchannel to China when we lost control of Scarborough Shoal eligible to represent the prodemocratic forces and for restoring good governance in the WPS ThingsThatMakeYouGoHmm,Text,2021-03-21 06:53:00,17.0,1.0,2.0,0.0,0.8489991718866909,0.7077683290744782,0.269697300416908,-0.14714972880866967,0,1,So 1Sambayan considers former Sen Sonny Trillanes a coup instigator and backchannel to China when we lost control of Scarborough Shoal eligible to represent the prodemocratic forces and for restoring good governance in the WPS ThingsThatMakeYouGoHmm,1sambayan considers former sen sonny trillanes coup instigator backchannel china lost control scarborough shoal eligible represent prodemocratic forces restoring good governance wps thingsthatmakeyougohmm,"['1sambayan', 'consid', 'former', 'sen', 'sonni', 'trillan', 'coup', 'instig', 'backchannel', 'china', 'lost', 'control', 'scarborough', 'shoal', 'elig', 'repres', 'prodemocrat', 'forc', 'restor', 'good', 'govern', 'wp', 'thingsthatmakeyougohmm']","['1sambayan', 'considers', 'former', 'sen', 'sonny', 'trillanes', 'coup', 'instigator', 'backchannel', 'china', 'lost', 'control', 'scarborough', 'shoal', 'eligible', 'represent', 'prodemocratic', 'force', 'restoring', 'good', 'governance', 'wps', 'thingsthatmakeyougohmm']"
13-149,https://twitter.com/skyphilosopher/status/1374703847696863242,@skyphilosopher,thatskyphilosopher,Anonymous,Not known to many Filipinos but Trillanes sold the West Philippine Sea to the Chinese.,Not known to many Filipinos but Trillanes sold the West Philippine Sea to the Chinese,Text,2021-03-24 00:00:00,11.0,0.0,0.0,0.0,0.47897531973268526,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,Not known to many Filipinos but Trillanes sold the West Philippine Sea to the Chinese,known many filipinos trillanes sold west philippine sea chinese,"['known', 'mani', 'filipino', 'trillan', 'sold', 'west', 'philippin', 'sea', 'chines']","['known', 'many', 'filipino', 'trillanes', 'sold', 'west', 'philippine', 'sea', 'chinese']"
13-38,https://twitter.com/RoyConsolacion/status/1375665337346056193,@RoyConsolacion,Roy Consolacion,Identified,"@LetLeniLead2022 Okey lang Yan. Basta matapos silang sumilong ay umalis na. 

Hindi Yong makialam naman si Trillanes (sa utos ni Abnoy Aquino) Kaya sinakop na tuloy Ang Scarborough Shoal. 

O di ba. 

BWAAAHAHAHAAA NYAAAHAHAHAAAA BWAAAHAHAHAAA","Letlenilead2022 It's okay just after they have left they are leaving

Trillanes did not intervene in Abnoy Aquino's command so Scarborough Shoal was conquered

See

Bwaaahahahaaa nieaaahahahaaaa bwaaahahahaaa","Text, Reply",2021-03-27 12:25:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"LetLeniLead2022 Okey lang Yan Basta matapos silang sumilong ay umalis na 

Hindi Yong makialam naman si Trillanes sa utos ni Abnoy Aquino Kaya sinakop na tuloy Ang Scarborough Shoal 

O di ba 

BWAAAHAHAHAAA NYAAAHAHAHAAAA BWAAAHAHAHAAA",letlenilead2022 's okay left leaving trillanes intervene abnoy aquino 's command scarborough shoal conquered see bwaaahahahaaa nieaaahahahaaaa bwaaahahahaaa,"['letlenilead2022', ""'s"", 'okay', 'left', 'leav', 'trillan', 'interven', 'abnoy', 'aquino', ""'s"", 'command', 'scarborough', 'shoal', 'conquer', 'see', 'bwaaahahahaaa', 'nieaaahahahaaaa', 'bwaaahahahaaa']","['letlenilead2022', ""'s"", 'okay', 'left', 'leaving', 'trillanes', 'intervene', 'abnoy', 'aquino', ""'s"", 'command', 'scarborough', 'shoal', 'conquered', 'see', 'bwaaahahahaaa', 'nieaaahahahaaaa', 'bwaaahahahaaa']"
13-37,https://twitter.com/DontTryMeTsk/status/1376485231948038145,@DontTryMeTsk,🎋🎍Mitch🎍🎋,Anonymous,@YanMarcelo15 @LakasNgTimog Iyan palagi ang tinitira nila ang west Philippine sea.. dapat tirahin din sila sa bininta ni Abnoy Aquino at trililing Trillanes na Scarborough Shoal,YANMARCELO15 SOCIETY DON'T KNOW THEIR WEST PHILIPPINE SEA should also be placed in the painting of Abnoy Aquino and Trililing Trillanes Scarborough Shoal,Text,2021-03-29 18:43:00,1.0,0.0,0.0,0.0,-0.13773110052399104,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,YanMarcelo15 LakasNgTimog Iyan palagi ang tinitira nila ang west Philippine sea dapat tirahin din sila sa bininta ni Abnoy Aquino at trililing Trillanes na Scarborough Shoal,yanmarcelo15 society n't know west philippine sea also placed painting abnoy aquino trililing trillanes scarborough shoal,"['yanmarcelo15', 'societi', ""n't"", 'know', 'west', 'philippin', 'sea', 'also', 'place', 'paint', 'abnoy', 'aquino', 'trilil', 'trillan', 'scarborough', 'shoal']","['yanmarcelo15', 'society', ""n't"", 'know', 'west', 'philippine', 'sea', 'also', 'placed', 'painting', 'abnoy', 'aquino', 'trililing', 'trillanes', 'scarborough', 'shoal']"
13-97,https://twitter.com/npbayoneta/status/1389563116036317194,@npbayoneta,Nattie Bayoneta,Identified,@ABSCBNNews Kagagawan ninyo carpio at del rosario ang pagkawala ng scarborough shoal ngayon isisi nyo kay Pres. Duterte at ipilit ninyong mabawi ni Pres. Duterte? Ipatubos nyo kay trillanes at kay panot. Sila naman ang magkasabwat dyan. Kasosyo kayong dalawa.,ABSCBNNews Do You Carpio and Del Rosario The loss of Scarborough Shoal Now you blame for Pres Duterte and you insist that Pres Duterte redeemed you to redeem Trillanes and to Panot they will be together with you two partner,"Text, Reply",2021-04-05 20:50:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,ABSCBNNews Kagagawan ninyo carpio at del rosario ang pagkawala ng scarborough shoal ngayon isisi nyo kay Pres Duterte at ipilit ninyong mabawi ni Pres Duterte Ipatubos nyo kay trillanes at kay panot Sila naman ang magkasabwat dyan Kasosyo kayong dalawa,abscbnnews carpio del rosario loss scarborough shoal blame pres duterte insist pres duterte redeemed redeem trillanes panot together two partner,"['abscbnnew', 'carpio', 'del', 'rosario', 'loss', 'scarborough', 'shoal', 'blame', 'pre', 'dutert', 'insist', 'pre', 'dutert', 'redeem', 'redeem', 'trillan', 'panot', 'togeth', 'two', 'partner']","['abscbnnews', 'carpio', 'del', 'rosario', 'loss', 'scarborough', 'shoal', 'blame', 'pres', 'duterte', 'insist', 'pres', 'duterte', 'redeemed', 'redeem', 'trillanes', 'panot', 'together', 'two', 'partner']"
13-34,https://twitter.com/gullwingcat/status/1386413743127482370,@gullwingcat,🇺🇸🇵🇭,Identified,@JamieAlonzo So true imagine pati palpak ng back channeling ni Trillanes at Aquino SA west Philippine sea sinisisi ke Duterte? Kaya nga nakikisama nanlang si Duterte SA Chinese para maiwasan ang tension dahil SA palpak na ginawa ng Aquino administration at ni Trillanes. Di ba?,JamieLonzo So true imagine as well as the back channeling of Trillanes and Aquino's back channeling in the West Philippine Sea blame Duterte so Duterte joins Chinese to avoid tension due to the Aquino Administration and Trillanes',"Text, Reply",2021-04-26 04:16:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,JamieAlonzo So true imagine pati palpak ng back channeling ni Trillanes at Aquino SA west Philippine sea sinisisi ke Duterte Kaya nga nakikisama nanlang si Duterte SA Chinese para maiwasan ang tension dahil SA palpak na ginawa ng Aquino administration at ni Trillanes Di ba,jamielonzo true imagine well back channeling trillanes aquino 's back channeling west philippine sea blame duterte duterte joins chinese avoid tension due aquino administration trillanes ',"['jamielonzo', 'true', 'imagin', 'well', 'back', 'channel', 'trillan', 'aquino', ""'s"", 'back', 'channel', 'west', 'philippin', 'sea', 'blame', 'dutert', 'dutert', 'join', 'chines', 'avoid', 'tension', 'due', 'aquino', 'administr', 'trillan', ""'""]","['jamielonzo', 'true', 'imagine', 'well', 'back', 'channeling', 'trillanes', 'aquino', ""'s"", 'back', 'channeling', 'west', 'philippine', 'sea', 'blame', 'duterte', 'duterte', 'join', 'chinese', 'avoid', 'tension', 'due', 'aquino', 'administration', 'trillanes', ""'""]"
13-100,https://twitter.com/iam_pinas/status/1387571697977421825,@iam_pinas,im not a duterte troll!!!,Identified,@ForDLVofCountry Bantay salakay pala tong si trillanes dahil yung binabantayan nyang Scarborough shoal binenta nya sa China na may go signal ni abnoy. 15 times back na pabalik balik sa china ng tanungin mh JPE kung ano ginawa nya nag back out..... animal talaga,Fordlvofcountry Bantay is not raging Trillanes because he was watching Scarborough Shoal he sold to China with a go signal by Abnoy 15 times back back to China to ask MH JPE what he did back out Animal really,"Text, Reply",2021-04-29 08:57:00,2.0,0.0,1.0,0.0,-0.07606045849832341,-0.49865495912065505,0.05899628446619863,-0.14714972880866967,0,1,ForDLVofCountry Bantay salakay pala tong si trillanes dahil yung binabantayan nyang Scarborough shoal binenta nya sa China na may go signal ni abnoy 15 times back na pabalik balik sa china ng tanungin mh JPE kung ano ginawa nya nag back out animal talaga,fordlvofcountry bantay raging trillanes watching scarborough shoal sold china go signal abnoy 15 times back back china ask mh jpe back animal really,"['fordlvofcountri', 'bantay', 'rage', 'trillan', 'watch', 'scarborough', 'shoal', 'sold', 'china', 'go', 'signal', 'abnoy', '15', 'time', 'back', 'back', 'china', 'ask', 'mh', 'jpe', 'back', 'anim', 'realli']","['fordlvofcountry', 'bantay', 'raging', 'trillanes', 'watching', 'scarborough', 'shoal', 'sold', 'china', 'go', 'signal', 'abnoy', '15', 'time', 'back', 'back', 'china', 'ask', 'mh', 'jpe', 'back', 'animal', 'really']"
13-98,https://twitter.com/nilsofblue/status/1387613540966563846,@nilsofblue,nilsofblue,Identified,@Jinx0082 Bakit nag-walkout si Trillanes noong tinanong ni Sen. Enrile about Scarborough Shoal? Kasi guilty sya!,Jinx0082 Why did Trillanes go to bed when Sen Enrile asked about Scarborough Shoal because he was guilty,"Text, Reply",2021-04-29 11:43:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,Jinx0082 Bakit nagwalkout si Trillanes noong tinanong ni Sen Enrile about Scarborough Shoal Kasi guilty sya,jinx0082 trillanes go bed sen enrile asked scarborough shoal guilty,"['jinx0082', 'trillan', 'go', 'bed', 'sen', 'enril', 'ask', 'scarborough', 'shoal', 'guilti']","['jinx0082', 'trillanes', 'go', 'bed', 'sen', 'enrile', 'asked', 'scarborough', 'shoal', 'guilty']"
13-33,https://twitter.com/c0079c0c74654b5/status/1387736042799702024,@c0079c0c74654b5,Rey Sinena,Identified,"@teddycasino Truth of the matter is that Noynoy Aquino ""sold"" the West Philippine Sea long before we knew. Now the blame is on Duterte. How pathetic. Mr. Holmes https://t.co/sK0ucfjSJh",teddycasino Truth of the matter is that Noynoy Aquino sold the West Philippine Sea long before we knew Now the blame is on Duterte How pathetic Mr Holmes,"Text, Reply, Image",2021-04-29 19:50:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,teddycasino Truth of the matter is that Noynoy Aquino sold the West Philippine Sea long before we knew Now the blame is on Duterte How pathetic Mr Holmes ,teddycasino truth matter noynoy aquino sold west philippine sea long knew blame duterte pathetic mr holmes,"['teddycasino', 'truth', 'matter', 'noynoy', 'aquino', 'sold', 'west', 'philippin', 'sea', 'long', 'knew', 'blame', 'dutert', 'pathet', 'mr', 'holm']","['teddycasino', 'truth', 'matter', 'noynoy', 'aquino', 'sold', 'west', 'philippine', 'sea', 'long', 'knew', 'blame', 'duterte', 'pathetic', 'mr', 'holmes']"
13-41,https://twitter.com/altGenie/status/1367738062252302341,@altGenie,Gene Altamonte,Anonymous,"@mbsportsonline @kristelsports @manilabulletin While BS Aquino was busy giving away Scarborough Shoal to China, he was also giving away Philippines' extremely rare sports gem Wesley So to America.",mbsportsonline kristelsports manilabulletin While BS Aquino was busy giving away Scarborough Shoal to China he was also giving away Philippines extremely rare sports gem Wesley So to America,"Text, Reply",2021-05-03 15:25:00,0.0,0.0,0.0,0.0,-0.19940174254965867,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,1,0,mbsportsonline kristelsports manilabulletin While BS Aquino was busy giving away Scarborough Shoal to China he was also giving away Philippines extremely rare sports gem Wesley So to America,mbsportsonline kristelsports manilabulletin bs aquino busy giving away scarborough shoal china also giving away philippines extremely rare sports gem wesley america,"['mbsportsonlin', 'kristelsport', 'manilabulletin', 'bs', 'aquino', 'busi', 'give', 'away', 'scarborough', 'shoal', 'china', 'also', 'give', 'away', 'philippin', 'extrem', 'rare', 'sport', 'gem', 'wesley', 'america']","['mbsportsonline', 'kristelsports', 'manilabulletin', 'b', 'aquino', 'busy', 'giving', 'away', 'scarborough', 'shoal', 'china', 'also', 'giving', 'away', 'philippine', 'extremely', 'rare', 'sport', 'gem', 'wesley', 'america']"
13-140,https://twitter.com/PauGising/status/1456295616556847107,@PauGising,Papapaumamau,Identified,"1/2
The power of fake news

1)Ayon kay Enrile binenta ni Noynoy at Trillanes ang Scarborough Shoal sa China.

2)Kinurakot ni Drilon ang bilyon bilyon na pondo at dinala sa Iloilo.
Excuse me while I curse and gather my last remaining  brain cells. For a dear loved one to actually","12
The Power of Fake News

1To Enrile Noynoy and Trillanes sold Scarborough Shoal in China

2 Drilon scratched billions of billion funds and brought to Iloilo
Excuse me while I curse and gather my last remaining brain cells for a dear loved one to actually",Text,2021-05-11 00:21:00,1.0,1.0,0.0,0.0,-0.13773110052399104,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,0,1,"12
The power of fake news

1Ayon kay Enrile binenta ni Noynoy at Trillanes ang Scarborough Shoal sa China

2Kinurakot ni Drilon ang bilyon bilyon na pondo at dinala sa Iloilo
Excuse me while I curse and gather my last remaining  brain cells For a dear loved one to actually",12 power fake news 1to enrile noynoy trillanes sold scarborough shoal china 2 drilon scratched billions billion funds brought iloilo excuse curse gather last remaining brain cells dear loved one actually,"['12', 'power', 'fake', 'news', '1to', 'enril', 'noynoy', 'trillan', 'sold', 'scarborough', 'shoal', 'china', '2', 'drilon', 'scratch', 'billion', 'billion', 'fund', 'brought', 'iloilo', 'excus', 'curs', 'gather', 'last', 'remain', 'brain', 'cell', 'dear', 'love', 'one', 'actual']","['12', 'power', 'fake', 'news', '1to', 'enrile', 'noynoy', 'trillanes', 'sold', 'scarborough', 'shoal', 'china', '2', 'drilon', 'scratched', 'billion', 'billion', 'fund', 'brought', 'iloilo', 'excuse', 'curse', 'gather', 'last', 'remaining', 'brain', 'cell', 'dear', 'loved', 'one', 'actually']"
13-96,https://twitter.com/amylauderdake/status/1392559840078172162,@amylauderdake,amylauderdake,Identified,"@MacLen315 Trillanes for president ⁉️
Hinde lang Scarborough shoal at mga bundok sa Zambales ang ibebenta nya kungdi the whole 7K plus island ng Pilipinas 🤪😆😜🤣😝mag isip isip tayo idirecho sa inidoro ✅","MACLEN315 TRILLANES FOR PRESIDENT
The Scarborough Shoal and the mountains in Zambales will not sell it if the whole 7k plus island of the Philippines thinks","Reply, Text",2021-05-13 00:00:00,2.0,0.0,0.0,0.0,-0.07606045849832341,-0.49865495912065505,-0.15170473148451075,-0.14714972880866967,0,1,"MacLen315 Trillanes for president 
Hinde lang Scarborough shoal at mga bundok sa Zambales ang ibebenta nya kungdi the whole 7K plus island ng Pilipinas mag isip isip tayo idirecho sa inidoro ",maclen315 trillanes president scarborough shoal mountains zambales sell whole 7k plus island philippines thinks,"['maclen315', 'trillan', 'presid', 'scarborough', 'shoal', 'mountain', 'zambal', 'sell', 'whole', '7k', 'plu', 'island', 'philippin', 'think']","['maclen315', 'trillanes', 'president', 'scarborough', 'shoal', 'mountain', 'zambales', 'sell', 'whole', '7k', 'plus', 'island', 'philippine', 'think']"
13-23,https://twitter.com/karl_novy/status/1394384347763859456,@karl_novy,*dK_Silencer🔇,Anonymous,|I promised no to be involved in any political issues about this country but wait di ma kaya sa akong dugo nga palabyon ni. We lost the west Philippine Sea in a matter of 2 days just because of this former bullshit aquino administration which still rest in mystery|,I promised no to be involved in any political issues about this country but wait di ma kaya sa akong dugo nga palabyon ni We lost the west Philippine Sea in a matter of 2 days just because of this former bullshit aquino administration which still rest in mystery,Text,2021-05-18 04:08:00,0.0,1.0,0.0,0.0,-0.19940174254965867,0.7077683290744782,-0.15170473148451075,-0.14714972880866967,1,0,I promised no to be involved in any political issues about this country but wait di ma kaya sa akong dugo nga palabyon ni We lost the west Philippine Sea in a matter of 2 days just because of this former bullshit aquino administration which still rest in mystery,promised involved political issues country wait di kaya sa akong dugo nga palabyon ni lost west philippine sea matter 2 days former bullshit aquino administration still rest mystery,"['promis', 'involv', 'polit', 'issu', 'countri', 'wait', 'di', 'kaya', 'sa', 'akong', 'dugo', 'nga', 'palabyon', 'ni', 'lost', 'west', 'philippin', 'sea', 'matter', '2', 'day', 'former', 'bullshit', 'aquino', 'administr', 'still', 'rest', 'mysteri']","['promised', 'involved', 'political', 'issue', 'country', 'wait', 'di', 'kaya', 'sa', 'akong', 'dugo', 'nga', 'palabyon', 'ni', 'lost', 'west', 'philippine', 'sea', 'matter', '2', 'day', 'former', 'bullshit', 'aquino', 'administration', 'still', 'rest', 'mystery']"
13-95,https://twitter.com/DontTryMeTsk/status/1394452312353955840,@DontTryMeTsk,🎋🎍Mitch🎍🎋,Anonymous,"Trillanes went (to China) there 16 times,” Duterte said. “After the 16th visit, we have lost the Scarborough Shoal,”. It’s treason. Somebody has to answer for that, it means livelihood for the Philippines, for the Filipinos, our fishermen will be deprived.

#TrillanesIsATraitor","Trillanes went to China there 16 times Duterte said After the 16th visit we have lost the Scarborough Shoal Its treason Somebody has to answer for that it means livelihood for the Philippines for the Filipinos our fishermen will be deprived

TrillanesIsATraitor",Text,2021-05-18 08:38:00,13.0,1.0,3.0,0.0,0.6023166037840204,0.7077683290744782,0.48039831636761743,-0.14714972880866967,1,0,"Trillanes went to China there 16 times Duterte said After the 16th visit we have lost the Scarborough Shoal Its treason Somebody has to answer for that it means livelihood for the Philippines for the Filipinos our fishermen will be deprived

TrillanesIsATraitor",trillanes went china 16 times duterte said 16th visit lost scarborough shoal treason somebody answer means livelihood philippines filipinos fishermen deprived trillanesisatraitor,"['trillan', 'went', 'china', '16', 'time', 'dutert', 'said', '16th', 'visit', 'lost', 'scarborough', 'shoal', 'treason', 'somebodi', 'answer', 'mean', 'livelihood', 'philippin', 'filipino', 'fishermen', 'depriv', 'trillanesisatraitor']","['trillanes', 'went', 'china', '16', 'time', 'duterte', 'said', '16th', 'visit', 'lost', 'scarborough', 'shoal', 'treason', 'somebody', 'answer', 'mean', 'livelihood', 'philippine', 'filipino', 'fisherman', 'deprived', 'trillanesisatraitor']"
